employee_id,location,attrition_flag,attrition_risk_score,sentiment_score,sentiment_band,engagement_score,manager_effectiveness
EMP2093,New York,Stayed,21,0.71,Neutral,4.0,4.4
EMP2094,Remote,Stayed,33,0.68,Neutral,3.8,3.8
EMP2095,London,Stayed,51,0.6,Neutral,2.8,2.8
EMP2096,San Francisco,Stayed,33,0.8,Positive,4.0,3.6
EMP2097,New York,Stayed,32,0.74,Neutral,3.7,3.6
EMP2098,New York,Stayed,51,0.61,Neutral,3.3,3.7
EMP2099,New York,Stayed,49,0.58,Neutral,2.8,2.5
EMP2100,San Francisco,Stayed,29,0.82,Positive,4.3,4.3
EMP2101,San Francisco,Stayed,61,0.54,Neutral,2.7,2.3
EMP2102,Austin,Stayed,28,0.76,Positive,4.1,3.6
EMP2103,London,At-Risk,79,0.33,Negative,1.7,1.7
EMP2104,Austin,Stayed,19,0.88,Positive,3.9,3.9
EMP2105,London,Stayed,33,0.63,Neutral,3.2,4.0
EMP2106,San Francisco,Stayed,58,0.52,Neutral,2.7,2.5
EMP2107,San Francisco,At-Risk,71,0.43,Negative,2.2,2.2
EMP2108,Austin,At-Risk,75,0.49,Neutral,2.4,1.9
EMP2109,Remote,Stayed,28,0.79,Positive,3.8,4.1
EMP2110,Austin,Stayed,10,0.92,Positive,4.5,4.7
EMP2111,London,Left,92,0.24,Negative,1.1,1.7
EMP2112,Austin,Stayed,6,0.83,Positive,4.2,4.6
EMP2113,New York,Stayed,39,0.61,Neutral,3.0,3.2
EMP2114,London,Stayed,58,0.48,Neutral,2.4,2.2
EMP2115,London,Stayed,27,0.67,Neutral,3.8,3.9
EMP2116,Remote,Stayed,41,0.73,Neutral,3.0,3.0
EMP2117,San Francisco,Stayed,32,0.72,Neutral,3.4,3.8
EMP2118,London,Left,88,0.16,Negative,1.0,1.4
EMP2119,San Francisco,At-Risk,72,0.46,Neutral,2.2,2.1
EMP2120,Austin,Stayed,63,0.49,Neutral,2.8,2.2
EMP2121,New York,At-Risk,66,0.39,Negative,2.1,2.6
EMP2122,Remote,Stayed,15,0.7,Neutral,3.9,4.1
EMP2123,San Francisco,Stayed,43,0.65,Neutral,3.3,3.2
EMP2124,London,Stayed,58,0.45,Negative,2.6,2.9
EMP2125,San Francisco,Stayed,65,0.52,Neutral,2.5,2.6
EMP2126,London,At-Risk,81,0.41,Negative,1.9,2.4
EMP2127,San Francisco,Stayed,38,0.76,Positive,4.0,3.2
EMP2128,London,Stayed,30,0.79,Positive,3.9,3.7
EMP2129,Austin,Stayed,63,0.39,Negative,2.2,2.8
EMP2130,London,Stayed,27,0.76,Positive,3.7,3.9
EMP2131,London,Stayed,56,0.51,Neutral,2.7,3.4
EMP2132,New York,Stayed,38,0.78,Positive,3.7,3.2
EMP2133,London,Stayed,61,0.41,Negative,2.5,2.9
EMP2134,New York,Stayed,62,0.39,Negative,2.2,2.6
EMP2135,Remote,At-Risk,68,0.4,Negative,2.3,1.6
EMP2136,New York,Stayed,29,0.77,Positive,3.8,3.7
EMP2137,Austin,Stayed,48,0.63,Neutral,3.0,3.0
EMP2138,New York,Stayed,13,0.96,Positive,4.8,4.1
EMP2139,Remote,Stayed,41,0.62,Neutral,3.2,3.1
EMP2140,Austin,Stayed,60,0.35,Negative,2.4,2.8
EMP2141,San Francisco,Stayed,28,0.83,Positive,4.1,4.0
EMP2142,San Francisco,Stayed,43,0.62,Neutral,2.9,3.0
EMP2143,New York,Stayed,24,0.85,Positive,3.6,3.7
EMP2144,New York,Stayed,28,0.8,Positive,4.1,4.1
EMP2145,Remote,Stayed,2,0.91,Positive,4.7,4.4
EMP2146,Remote,Stayed,11,0.89,Positive,4.4,4.6
EMP2147,London,Stayed,58,0.59,Neutral,3.0,2.4
EMP2148,Remote,Stayed,23,0.87,Positive,4.0,4.0
EMP2149,London,Stayed,23,0.73,Neutral,3.8,4.4
EMP2150,Austin,Stayed,54,0.57,Neutral,2.9,2.7
EMP2151,New York,Left,90,0.44,Negative,2.0,1.7
EMP2152,Austin,Stayed,60,0.58,Neutral,2.8,3.1
EMP2153,Remote,Stayed,54,0.59,Neutral,2.7,2.7
EMP2154,Austin,Stayed,27,0.78,Positive,4.0,4.3
EMP2155,Austin,Stayed,29,0.84,Positive,3.9,3.9
EMP2156,Austin,Stayed,39,0.67,Neutral,3.8,2.8
EMP2157,Remote,Stayed,64,0.33,Negative,2.0,2.5
EMP2158,Austin,Stayed,14,0.9,Positive,4.2,5.0
EMP2159,London,At-Risk,69,0.39,Negative,2.0,2.5
EMP2160,Remote,Stayed,37,0.85,Positive,4.0,2.6
EMP2161,Austin,Stayed,27,0.74,Neutral,3.7,3.9
EMP2162,Remote,Stayed,56,0.61,Neutral,3.0,2.8
EMP2163,San Francisco,Stayed,65,0.41,Negative,2.4,2.0
EMP2164,London,Left,88,0.26,Negative,1.3,1.3
EMP2165,Austin,Stayed,17,0.97,Positive,4.5,4.4
EMP2166,San Francisco,Stayed,3,0.95,Positive,4.8,5.0
EMP2167,San Francisco,Stayed,25,0.82,Positive,3.9,4.0
EMP2168,Remote,At-Risk,76,0.49,Neutral,2.3,1.9
EMP2169,San Francisco,Stayed,53,0.59,Neutral,3.2,3.0
EMP2170,London,Stayed,37,0.68,Neutral,3.2,2.9
EMP2171,London,Stayed,47,0.65,Neutral,3.3,2.7
EMP2172,New York,Stayed,64,0.46,Neutral,2.4,1.8
EMP2173,London,Left,98,0.3,Negative,1.0,1.0
EMP2174,San Francisco,Stayed,15,0.86,Positive,4.1,4.7
EMP2175,London,At-Risk,73,0.38,Negative,2.1,1.9
EMP2176,Remote,Stayed,53,0.56,Neutral,2.8,2.5
EMP2177,New York,At-Risk,73,0.41,Negative,2.0,1.6
EMP2178,San Francisco,Stayed,37,0.81,Positive,3.6,3.6
EMP2179,New York,Stayed,14,0.91,Positive,4.6,5.0
EMP2180,San Francisco,Stayed,0,1.0,Positive,4.9,5.0
EMP2181,Remote,Stayed,29,0.67,Neutral,3.7,3.8
EMP2182,New York,Stayed,39,0.71,Neutral,3.5,3.6
EMP2183,Austin,At-Risk,70,0.41,Negative,2.3,2.0
EMP2184,San Francisco,Stayed,29,0.7,Neutral,3.6,3.5
EMP2185,Austin,Stayed,41,0.6,Neutral,3.1,3.4
EMP2186,New York,Stayed,32,0.73,Neutral,3.8,3.7
EMP2187,Austin,Stayed,44,0.72,Neutral,3.2,3.1
EMP2188,Austin,Stayed,56,0.62,Neutral,2.7,2.7
EMP2189,New York,At-Risk,70,0.48,Neutral,2.3,2.0
EMP2190,Remote,Stayed,49,0.57,Neutral,2.9,2.9
EMP2191,Austin,At-Risk,79,0.42,Negative,2.3,1.5
EMP2192,Austin,Stayed,57,0.54,Neutral,2.5,2.8
EMP2193,Remote,Stayed,0,1.0,Positive,5.0,5.0
EMP2194,Austin,Stayed,55,0.66,Neutral,3.3,3.1
EMP2195,Austin,Stayed,33,0.75,Neutral,3.6,3.7
EMP2196,Austin,Stayed,0,0.97,Positive,4.6,5.0
EMP2197,London,Stayed,26,0.79,Positive,4.0,4.5
EMP2198,Remote,Stayed,38,0.71,Neutral,3.7,3.6
EMP2199,Austin,Stayed,23,0.82,Positive,4.4,3.7
EMP2200,Remote,Stayed,52,0.61,Neutral,3.0,3.1
EMP2201,San Francisco,Stayed,62,0.69,Neutral,2.9,3.0
EMP2202,San Francisco,Stayed,41,0.59,Neutral,3.2,3.1
EMP2203,Austin,Stayed,25,0.86,Positive,4.0,4.0
EMP2204,Remote,Stayed,33,0.78,Positive,4.0,4.1
EMP2205,Remote,Stayed,60,0.57,Neutral,2.9,3.1
EMP2206,Remote,Stayed,61,0.53,Neutral,2.4,2.5
EMP2207,London,Stayed,63,0.57,Neutral,2.9,2.8
EMP2208,San Francisco,At-Risk,67,0.49,Neutral,2.4,2.5
EMP2209,Remote,Stayed,40,0.76,Positive,3.7,3.6
EMP2210,Remote,Stayed,24,0.78,Positive,4.1,4.3
EMP2211,London,Stayed,51,0.67,Neutral,3.1,2.9
EMP2212,London,Stayed,54,0.65,Neutral,3.3,3.3
EMP2213,Remote,Stayed,13,0.85,Positive,4.6,4.0
EMP2214,New York,Stayed,48,0.66,Neutral,3.5,3.4
EMP2215,Remote,Stayed,28,0.68,Neutral,4.2,4.4
EMP2216,Remote,Stayed,39,0.77,Positive,3.9,3.4
EMP2217,London,Left,86,0.38,Negative,1.6,1.4
EMP2218,London,Left,100,0.16,Negative,1.1,1.0
EMP2219,Remote,Stayed,52,0.6,Neutral,2.9,2.3
EMP2220,Remote,Stayed,43,0.69,Neutral,3.3,2.9
EMP2221,Remote,Stayed,31,0.73,Neutral,3.9,3.9
EMP2222,London,Stayed,27,0.79,Positive,3.5,3.7
EMP2223,Remote,Stayed,59,0.5,Neutral,2.6,2.6
EMP2224,Remote,At-Risk,76,0.58,Neutral,2.4,2.2
EMP2225,Austin,Stayed,3,0.9,Positive,4.9,4.7
EMP2226,New York,At-Risk,69,0.45,Neutral,2.3,2.6
EMP2227,San Francisco,Stayed,41,0.68,Neutral,3.4,3.5
EMP2228,New York,Stayed,30,0.75,Neutral,3.8,3.6
EMP2229,Austin,Stayed,28,0.76,Positive,3.6,4.1
EMP2230,San Francisco,Stayed,61,0.62,Neutral,2.3,3.0
EMP2231,Remote,Stayed,65,0.46,Neutral,2.2,1.7
EMP2232,Austin,At-Risk,69,0.46,Neutral,2.3,2.5
EMP2233,Remote,Stayed,18,0.7,Neutral,3.8,5.0
EMP2234,London,Stayed,62,0.43,Negative,2.6,2.7
EMP2235,Austin,Stayed,58,0.6,Neutral,2.7,2.7
EMP2236,London,Stayed,51,0.56,Neutral,2.9,2.9
EMP2237,Austin,Stayed,12,1.0,Positive,4.5,4.7
EMP2238,Austin,At-Risk,69,0.47,Neutral,2.1,2.4
EMP2239,London,At-Risk,75,0.52,Neutral,2.5,2.0
EMP2240,San Francisco,Stayed,23,0.83,Positive,4.1,4.1
EMP2241,New York,At-Risk,66,0.57,Neutral,2.8,1.8
EMP2242,Remote,Stayed,46,0.55,Neutral,2.9,2.8
EMP2243,Austin,Stayed,32,0.68,Neutral,3.8,3.5
EMP2244,Remote,Stayed,13,0.91,Positive,4.7,4.8
EMP2245,London,Stayed,48,0.69,Neutral,3.4,2.8
EMP2246,Remote,Stayed,27,0.72,Neutral,3.7,3.5
EMP2247,London,Stayed,36,0.57,Neutral,3.2,3.6
EMP2248,Remote,Stayed,46,0.58,Neutral,3.1,2.8
EMP2249,New York,Stayed,39,0.84,Positive,3.9,3.2
EMP2250,New York,Stayed,43,0.72,Neutral,3.4,3.5
EMP2251,New York,Stayed,45,0.52,Neutral,2.6,2.3
EMP2252,New York,Stayed,22,0.85,Positive,4.1,4.0
EMP2253,New York,Stayed,36,0.68,Neutral,3.7,3.4
EMP2254,New York,Stayed,35,0.58,Neutral,3.1,3.9
EMP2255,London,Stayed,35,0.76,Positive,3.7,3.1
EMP2256,Austin,At-Risk,68,0.36,Negative,2.1,3.2
EMP2257,Remote,Stayed,54,0.59,Neutral,2.9,2.8
EMP2258,New York,At-Risk,67,0.37,Negative,2.2,2.2
EMP2259,London,Stayed,43,0.58,Neutral,3.3,3.1
EMP2260,London,Stayed,48,0.66,Neutral,3.1,2.9
EMP2261,London,At-Risk,79,0.45,Neutral,2.0,1.7
EMP2262,Austin,Stayed,14,0.77,Positive,4.0,4.3
EMP2263,Remote,Stayed,47,0.56,Neutral,3.2,2.6
EMP2264,Austin,Stayed,22,0.74,Neutral,4.3,4.4
EMP2265,San Francisco,Stayed,49,0.76,Positive,3.4,2.5
EMP2266,London,Stayed,63,0.45,Neutral,2.2,2.3
EMP2267,San Francisco,Stayed,0,0.93,Positive,4.8,5.0
EMP2268,New York,Stayed,64,0.53,Neutral,2.8,2.2
EMP2269,New York,Stayed,60,0.38,Negative,2.4,2.6
EMP2270,Austin,Stayed,33,0.78,Positive,3.8,3.8
EMP2271,Remote,Stayed,0,1.0,Positive,4.9,5.0
EMP2272,San Francisco,Stayed,44,0.59,Neutral,3.1,2.8
EMP2273,Remote,Stayed,60,0.56,Neutral,2.2,3.3
EMP2274,Austin,Stayed,58,0.6,Neutral,3.0,2.1
EMP2275,New York,Stayed,41,0.79,Positive,3.5,3.4
EMP2276,Remote,At-Risk,74,0.51,Neutral,2.5,1.8
EMP2277,Remote,Stayed,16,0.81,Positive,4.0,4.7
EMP2278,New York,Stayed,2,1.0,Positive,5.0,4.9
EMP2279,San Francisco,Stayed,39,0.71,Neutral,3.4,3.3
EMP2280,New York,Stayed,49,0.63,Neutral,3.1,3.2
EMP2281,Remote,Stayed,46,0.54,Neutral,3.2,3.2
EMP2282,San Francisco,Stayed,65,0.39,Negative,2.3,2.1
EMP2283,San Francisco,Stayed,10,0.95,Positive,4.6,4.1
EMP2284,New York,Stayed,44,0.72,Neutral,3.2,3.3
EMP2285,Remote,Stayed,50,0.64,Neutral,3.2,3.3
EMP2286,Austin,Stayed,27,0.77,Positive,4.0,4.3
EMP2287,Remote,Stayed,29,0.57,Neutral,3.3,4.1
EMP2288,London,Stayed,55,0.55,Neutral,2.9,2.1
EMP2289,Austin,At-Risk,67,0.44,Negative,2.2,2.2
EMP2290,San Francisco,Stayed,6,0.85,Positive,4.4,4.9
EMP2291,Austin,Stayed,0,0.92,Positive,4.8,4.8
EMP2292,San Francisco,Stayed,39,0.79,Positive,3.9,3.0
EMP2293,San Francisco,Stayed,6,1.0,Positive,4.9,4.3
EMP2294,Austin,Stayed,64,0.53,Neutral,2.5,2.6
EMP2295,San Francisco,Stayed,36,0.7,Neutral,3.4,3.5
EMP2296,San Francisco,Stayed,27,0.77,Positive,3.8,4.1
EMP2297,London,Stayed,56,0.58,Neutral,2.7,2.4
EMP2298,Remote,Stayed,43,0.64,Neutral,3.2,3.3
EMP2299,Remote,Stayed,49,0.58,Neutral,3.0,2.6
EMP2300,London,Left,89,0.31,Negative,1.4,1.5
EMP2301,Austin,Stayed,52,0.62,Neutral,3.2,3.2
EMP2302,New York,At-Risk,68,0.44,Negative,2.5,2.2
EMP2303,New York,Stayed,15,0.91,Positive,4.2,4.8
EMP2304,New York,Stayed,59,0.43,Negative,2.6,1.9
EMP2305,London,Left,99,0.31,Negative,1.2,1.1
EMP2306,London,Stayed,65,0.56,Neutral,2.7,2.3
EMP2307,San Francisco,Stayed,24,0.71,Neutral,3.8,4.5
EMP2308,New York,Stayed,8,0.92,Positive,4.6,4.9
EMP2309,Austin,Stayed,33,0.72,Neutral,3.7,3.5
EMP2310,Austin,Stayed,53,0.65,Neutral,3.0,2.9
EMP2311,New York,Stayed,15,0.92,Positive,4.4,5.0
EMP2312,New York,Stayed,39,0.75,Neutral,3.6,3.2
EMP2313,New York,At-Risk,71,0.48,Neutral,2.2,1.5
EMP2314,London,Stayed,51,0.53,Neutral,2.7,2.8
EMP2315,London,Stayed,34,0.83,Positive,3.7,3.8
EMP2316,London,Stayed,62,0.5,Neutral,2.2,2.5
EMP2317,Remote,Stayed,51,0.55,Neutral,2.9,3.2
EMP2318,Austin,Stayed,55,0.53,Neutral,2.4,3.1
EMP2319,Austin,Stayed,65,0.53,Neutral,2.5,1.8
EMP2320,San Francisco,Stayed,51,0.65,Neutral,3.3,2.8
EMP2321,London,Stayed,56,0.54,Neutral,2.8,3.1
EMP2322,Remote,At-Risk,66,0.51,Neutral,2.2,1.8
EMP2323,Remote,Stayed,12,0.96,Positive,4.8,4.2
EMP2324,Austin,Stayed,12,0.87,Positive,4.3,5.0
EMP2325,London,At-Risk,66,0.62,Neutral,2.8,2.1
EMP2326,San Francisco,Stayed,15,1.0,Positive,4.5,4.3
EMP2327,London,Left,100,0.22,Negative,1.2,1.2
EMP2328,New York,Stayed,33,0.68,Neutral,3.4,4.0
EMP2329,London,Stayed,58,0.58,Neutral,2.9,2.1
EMP2330,New York,Stayed,6,0.9,Positive,4.5,4.7
EMP2331,New York,Stayed,15,0.89,Positive,4.4,4.0
EMP2332,San Francisco,Stayed,46,0.54,Neutral,2.8,3.1
EMP2333,Austin,Stayed,9,0.9,Positive,4.8,4.5
EMP2334,London,Left,83,0.36,Negative,1.4,2.0
EMP2335,New York,Stayed,14,0.96,Positive,4.6,4.3
EMP2336,London,Stayed,30,0.76,Positive,3.9,2.9
EMP2337,Austin,Stayed,60,0.53,Neutral,2.5,2.2
EMP2338,Austin,Stayed,17,0.92,Positive,4.2,4.1
EMP2339,Remote,At-Risk,78,0.38,Negative,2.1,2.6
EMP2340,Austin,Stayed,48,0.65,Neutral,3.2,2.7
EMP2341,San Francisco,Stayed,40,0.64,Neutral,3.5,3.1
EMP2342,New York,Stayed,27,0.74,Neutral,3.7,4.1
EMP2343,Remote,Stayed,18,0.99,Positive,4.8,4.3
EMP2344,San Francisco,Stayed,17,0.75,Neutral,4.0,3.9
EMP2345,London,Stayed,64,0.48,Neutral,2.4,2.4
EMP2346,New York,Stayed,5,0.93,Positive,4.4,4.5
EMP2347,Austin,Stayed,0,1.0,Positive,4.9,4.6
EMP2348,New York,At-Risk,73,0.36,Negative,2.1,1.7
EMP2349,London,Stayed,27,0.81,Positive,3.9,4.1
EMP2350,Remote,At-Risk,68,0.48,Neutral,2.3,1.9
EMP2351,Remote,Stayed,21,0.89,Positive,4.4,3.9
EMP2352,Remote,Stayed,49,0.62,Neutral,2.8,3.3
EMP2353,Austin,Stayed,62,0.45,Negative,2.4,2.6
EMP2354,San Francisco,Stayed,41,0.68,Neutral,3.3,4.0
EMP2355,San Francisco,Stayed,20,0.73,Neutral,3.9,4.2
EMP2356,New York,Stayed,53,0.55,Neutral,3.1,2.6
EMP2357,Austin,Stayed,61,0.47,Neutral,2.2,2.2
EMP2358,Remote,Stayed,34,0.76,Positive,3.8,3.4
EMP2359,Remote,Stayed,12,0.92,Positive,4.7,4.0
EMP2360,London,At-Risk,67,0.38,Negative,2.1,2.0
EMP2361,London,At-Risk,81,0.37,Negative,1.6,2.0
EMP2362,Remote,Stayed,37,0.59,Neutral,3.3,3.4
EMP2363,Remote,Left,85,0.48,Neutral,2.1,1.6
EMP2364,Austin,Stayed,3,0.91,Positive,4.5,4.3
EMP2365,San Francisco,Stayed,14,0.82,Positive,4.5,4.4
EMP2366,London,Stayed,62,0.56,Neutral,2.8,2.1
EMP2367,San Francisco,Stayed,44,0.74,Neutral,3.1,3.3
EMP2368,Austin,Stayed,13,0.94,Positive,4.4,4.3
EMP2369,Remote,Stayed,39,0.69,Neutral,3.7,3.1
EMP2370,San Francisco,Stayed,24,0.93,Positive,4.5,3.9
EMP2371,Remote,Stayed,14,0.71,Neutral,3.9,4.3
EMP2372,Remote,Stayed,13,0.8,Positive,4.4,4.2
EMP2373,New York,Stayed,20,0.76,Positive,3.8,4.3
EMP2374,San Francisco,Stayed,32,0.68,Neutral,3.2,3.9
EMP2375,San Francisco,Stayed,3,1.0,Positive,4.9,5.0
EMP2376,Remote,Stayed,39,0.77,Positive,3.6,3.4
EMP2377,Austin,Stayed,44,0.79,Positive,3.8,2.8
EMP2378,New York,Stayed,60,0.45,Neutral,2.7,2.8
EMP2379,Remote,Stayed,23,0.77,Positive,3.9,4.7
EMP2380,London,Stayed,50,0.59,Neutral,2.7,2.7
EMP2381,London,Left,99,0.33,Negative,1.6,1.0
EMP2382,New York,At-Risk,72,0.44,Negative,2.2,1.9
EMP2383,Austin,Stayed,35,0.78,Positive,3.8,3.7
EMP2384,Remote,Stayed,15,0.87,Positive,4.3,3.9
EMP2385,San Francisco,Stayed,44,0.62,Neutral,3.6,2.5
EMP2386,New York,Stayed,63,0.59,Neutral,2.7,2.6
EMP2387,Austin,Stayed,28,0.79,Positive,4.0,3.7
EMP2388,San Francisco,Stayed,58,0.48,Neutral,2.2,2.9
EMP2389,London,At-Risk,73,0.35,Negative,2.3,2.4
EMP2390,London,At-Risk,80,0.38,Negative,1.5,1.7
EMP2391,San Francisco,Stayed,61,0.45,Neutral,2.6,2.5
EMP2392,New York,Stayed,62,0.65,Neutral,2.6,2.6
EMP2393,London,Left,88,0.54,Neutral,2.2,1.5
EMP2394,Remote,At-Risk,73,0.36,Negative,2.2,1.7
EMP2395,San Francisco,Stayed,39,0.68,Neutral,3.2,3.6
EMP2396,San Francisco,Stayed,33,0.66,Neutral,3.5,3.6
EMP2397,London,At-Risk,66,0.46,Neutral,2.4,2.3
EMP2398,New York,Stayed,47,0.6,Neutral,3.1,3.3
EMP2399,Remote,Stayed,15,0.93,Positive,4.5,4.7
EMP2400,New York,Stayed,59,0.5,Neutral,2.4,3.2
EMP2401,Austin,Stayed,33,0.64,Neutral,3.5,3.6
EMP2402,Austin,At-Risk,78,0.46,Neutral,2.2,1.8
EMP2403,London,Left,95,0.23,Negative,1.2,1.2
EMP2404,London,Stayed,58,0.45,Neutral,2.7,3.0
EMP2405,London,Stayed,57,0.52,Neutral,2.7,3.1
EMP2406,Austin,Stayed,23,1.0,Positive,4.6,4.0
EMP2407,New York,Stayed,30,0.71,Neutral,3.7,3.8
EMP2408,New York,Stayed,3,0.88,Positive,4.9,4.5
EMP2409,London,Left,100,0.27,Negative,1.1,1.0
EMP2410,Remote,At-Risk,70,0.41,Negative,2.3,2.6
EMP2411,New York,At-Risk,69,0.44,Negative,2.1,2.4
EMP2412,Austin,At-Risk,70,0.5,Neutral,2.6,2.3
EMP2413,San Francisco,Stayed,38,0.81,Positive,3.6,3.6
EMP2414,San Francisco,Stayed,27,0.78,Positive,3.9,3.7
EMP2415,San Francisco,Stayed,62,0.37,Negative,2.1,3.3
EMP2416,Remote,Stayed,0,0.94,Positive,4.8,4.9
EMP2417,London,Stayed,41,0.64,Neutral,3.5,3.2
EMP2418,Austin,Stayed,42,0.57,Neutral,2.9,3.4
EMP2419,Remote,Stayed,63,0.53,Neutral,2.2,2.8
EMP2420,Austin,Stayed,60,0.56,Neutral,2.5,3.2
EMP2421,Austin,Stayed,60,0.58,Neutral,2.4,3.2
EMP2422,London,Left,91,0.3,Negative,1.4,1.7
EMP2423,San Francisco,Stayed,38,0.72,Neutral,3.6,3.4
EMP2424,London,Left,83,0.3,Negative,1.7,1.7
EMP2425,Remote,Stayed,42,0.63,Neutral,3.1,3.0
EMP2426,Remote,Stayed,1,0.99,Positive,5.0,4.8
EMP2427,Remote,Stayed,19,0.85,Positive,4.1,4.5
EMP2428,London,Stayed,23,0.71,Neutral,3.8,3.8
EMP2429,Austin,Stayed,51,0.49,Neutral,2.4,2.8
EMP2430,Austin,Stayed,49,0.55,Neutral,3.1,3.4
EMP2431,New York,Stayed,38,0.75,Neutral,3.7,3.2
EMP2432,Remote,At-Risk,77,0.48,Neutral,2.2,1.5
EMP2433,Austin,At-Risk,82,0.32,Negative,2.0,1.5
EMP2434,New York,Stayed,21,0.74,Neutral,4.0,3.8
EMP2435,Austin,Stayed,24,0.72,Neutral,3.9,4.0
EMP2436,Remote,Stayed,54,0.64,Neutral,3.2,3.0
EMP2437,San Francisco,Stayed,33,0.62,Neutral,3.5,3.8
EMP2438,Remote,Stayed,44,0.72,Neutral,3.2,3.0
EMP2439,London,Left,93,0.24,Negative,1.1,1.2
EMP2440,Austin,Stayed,45,0.63,Neutral,3.0,3.1
EMP2441,Austin,Stayed,60,0.43,Negative,2.5,3.2
EMP2442,London,Left,83,0.32,Negative,1.3,1.0
EMP2443,London,Stayed,17,0.81,Positive,3.9,4.8
EMP2444,San Francisco,Stayed,33,0.73,Neutral,3.8,3.6
EMP2445,Austin,Stayed,34,0.76,Positive,4.2,3.6
EMP2446,Austin,Stayed,46,0.59,Neutral,2.9,2.9
EMP2447,San Francisco,Stayed,26,0.61,Neutral,3.2,4.5
EMP2448,New York,Stayed,49,0.52,Neutral,2.7,3.1
EMP2449,San Francisco,At-Risk,68,0.42,Negative,2.3,2.5
EMP2450,Remote,Stayed,59,0.54,Neutral,2.5,2.9
EMP2451,Austin,Stayed,11,0.75,Neutral,4.4,4.1
EMP2452,London,Stayed,48,0.68,Neutral,3.0,3.2
EMP2453,Remote,Stayed,41,0.78,Positive,3.6,3.6
EMP2454,Austin,Stayed,33,0.7,Neutral,3.4,4.1
EMP2455,San Francisco,Stayed,7,0.95,Positive,4.8,4.7
EMP2456,Remote,At-Risk,72,0.5,Neutral,2.2,2.1
EMP2457,Austin,Stayed,60,0.57,Neutral,2.8,2.4
EMP2458,New York,Stayed,41,0.6,Neutral,3.0,3.1
EMP2459,New York,Stayed,13,0.93,Positive,4.3,4.5
EMP2460,London,Stayed,29,0.9,Positive,4.0,3.5
EMP2461,Austin,Stayed,52,0.5,Neutral,2.7,2.9
EMP2462,New York,Stayed,11,0.95,Positive,4.6,4.7
EMP2463,San Francisco,Stayed,5,0.84,Positive,4.5,4.9
EMP2464,Austin,Stayed,51,0.56,Neutral,2.7,3.2
EMP2465,San Francisco,Stayed,38,0.6,Neutral,3.2,3.2
EMP2466,San Francisco,Stayed,50,0.71,Neutral,3.2,2.8
EMP2467,New York,Stayed,9,0.98,Positive,4.9,4.6
EMP2468,Austin,Stayed,52,0.51,Neutral,2.5,3.2
EMP2469,Remote,Stayed,18,0.96,Positive,4.4,4.5
EMP2470,New York,Stayed,42,0.56,Neutral,3.0,3.7
EMP2471,New York,Stayed,5,0.87,Positive,4.2,4.4
EMP2472,Austin,Stayed,40,0.62,Neutral,3.3,3.6
EMP2473,Austin,Stayed,26,0.81,Positive,3.7,4.1
EMP2474,San Francisco,Stayed,17,0.99,Positive,4.5,4.0
EMP2475,Austin,Stayed,14,0.87,Positive,4.4,4.5
EMP2476,San Francisco,Stayed,11,0.81,Positive,4.6,4.1
EMP2477,New York,At-Risk,79,0.4,Negative,2.2,2.1
EMP2478,London,Stayed,45,0.74,Neutral,3.1,3.3
EMP2479,Remote,At-Risk,67,0.45,Neutral,2.4,2.0
EMP2480,New York,Stayed,45,0.74,Neutral,3.2,3.5
EMP2481,Austin,Stayed,39,0.7,Neutral,3.6,3.0
EMP2482,Remote,Stayed,53,0.61,Neutral,3.2,3.7
EMP2483,London,Stayed,62,0.55,Neutral,2.6,2.3
EMP2484,London,Stayed,31,0.83,Positive,4.0,3.6
EMP2485,San Francisco,At-Risk,66,0.52,Neutral,2.4,1.8
EMP2486,Remote,Stayed,31,0.81,Positive,4.0,3.8
EMP2487,San Francisco,Stayed,54,0.69,Neutral,3.2,2.4
EMP2488,New York,Stayed,65,0.53,Neutral,2.4,2.2
EMP2489,Remote,Stayed,54,0.55,Neutral,2.5,2.9
EMP2490,New York,Stayed,0,0.94,Positive,4.8,4.8
EMP2491,San Francisco,Stayed,15,0.98,Positive,4.6,4.2
EMP2492,Remote,Stayed,0,0.92,Positive,4.7,4.8
EMP2493,San Francisco,Stayed,6,0.99,Positive,5.0,5.0
EMP2494,Remote,Stayed,45,0.52,Neutral,2.6,3.4
EMP2495,San Francisco,Stayed,44,0.56,Neutral,3.1,3.4
EMP2496,London,Stayed,44,0.51,Neutral,3.0,3.1
EMP2497,San Francisco,Stayed,35,0.75,Positive,3.5,3.8
EMP2498,London,At-Risk,69,0.42,Negative,2.3,2.2
EMP2499,San Francisco,Stayed,50,0.6,Neutral,3.1,3.0
EMP2500,Remote,Stayed,16,0.72,Neutral,3.8,4.4
